scheme_code,name,amc,category,type,risk_level,expense_ratio,aum_in_crore,inception_date,fund_manager,investment_objective,returns,volatility,rating
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
119553,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
119552,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
110282,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
108272,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,INF209KA11Z3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
106157,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
110490,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
108274,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
103176,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
108273,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128952,Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,Axis Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120438,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,Axis Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120439,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,INF846K01CS4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120437,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,Axis Mutual Fund,INF846K01CU0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
119550,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,Aditya Birla Sun Life Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120436,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,Axis Mutual Fund,INF846K01CW6,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
117447,Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,Axis Mutual Fund,INF846K01CC8,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128953,Axis Banking & PSU Debt Fund - Regular Plan - Bonus Option,Axis Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
117446,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,Axis Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
117449,Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,INF846K01CG9,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152163,Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,Bajaj Finserv Mutual Fund,INF0QA701623,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152165,Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,Bajaj Finserv Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152164,Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,Bajaj Finserv Mutual Fund,INF0QA701631,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
117448,Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,Axis Mutual Fund,INF846K01CE4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152166,Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,Bajaj Finserv Mutual Fund,INF0QA701573,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121936,BANDHAN Banking & PSU Debt Fund - Direct Annual IDCW,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121934,BANDHAN Banking & PSU Debt Fund - Direct Fortnightly IDCW,Bandhan Mutual Fund,INF194K010N5,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152162,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,Bajaj Finserv Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
127471,BANDHAN Banking & PSU Debt Fund - Direct Daily IDCW,Bandhan Mutual Fund,INF194KA1JD3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
152167,Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,Bajaj Finserv Mutual Fund,INF0QA701581,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121935,BANDHAN Banking & PSU Debt Fund - Direct Monthly IDCW,Bandhan Mutual Fund,INF194K011N3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121933,BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121279,BANDHAN Banking & PSU Debt Fund - Direct Growth,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121281,BANDHAN Banking & PSU Debt Fund - Direct IDCW,Bandhan Mutual Fund,INF194K017G4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121938,BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121931,BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW,Bandhan Mutual Fund,INF194K016M4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121932,BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW,Bandhan Mutual Fund,INF194K017M2,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121282,BANDHAN Banking & PSU Debt Fund - Regular IDCW,Bandhan Mutual Fund,INF194K012D2,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
127470,BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW,Bandhan Mutual Fund,INF194KA1JC5,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121280,BANDHAN Banking & PSU Debt Fund - Regular Growth,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148629,Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,INF955L01KG9,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148630,Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option,Baroda BNP Paribas Mutual Fund,INF955L01KE4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
121937,BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW,Bandhan Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148628,Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option,Baroda BNP Paribas Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148625,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option,Baroda BNP Paribas Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148627,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option,Baroda BNP Paribas Mutual Fund,INF955L01JZ1,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
150507,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,Canara Robeco Mutual Fund,INF760K01KD2,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
150505,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,Canara Robeco Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
148626,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,INF955L01KB0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
150503,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,Canara Robeco Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124175,DSP Banking & PSU Debt Fund - Direct Plan - Growth,DSP Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
150504,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),Canara Robeco Mutual Fund,INF760K01KG5,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124182,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,DSP Mutual Fund,INF740KA1OF7,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124178,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,DSP Mutual Fund,INF740K01A26,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124176,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,DSP Mutual Fund,INF740K01ZY8,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124172,DSP Banking & PSU Debt Fund - Regular Plan - Growth,DSP Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124177,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly,DSP Mutual Fund,INF740K01A00,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124174,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,DSP Mutual Fund,INF740K01ZV4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124173,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,DSP Mutual Fund,INF740KA1OI1,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124183,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,DSP Mutual Fund,INF740KA1OH3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124181,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly,DSP Mutual Fund,INF740K01ZT8,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140288,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,Edelweiss Mutual Fund,INF843K01FE4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124180,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,DSP Mutual Fund,INF740K01ZR2,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
124179,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,DSP Mutual Fund,INF740KA1OK7,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,Edelweiss Mutual Fund,INF843K01FH7,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140291,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140284,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,Edelweiss Mutual Fund,INF843K01FM7,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140283,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140294,Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140292,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,Edelweiss Mutual Fund,INF843K01FP0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
140289,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,Edelweiss Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
129006,Franklin India Banking & PSU Debt Fund - Growth,Franklin Templeton Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,Franklin Templeton Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128628,HDFC Banking and PSU Debt Fund - Growth Option,HDFC Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
129007,Franklin India Banking and PSU Debt Fund - IDCW,Franklin Templeton Mutual Fund,INF090I01KQ0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
129009,Franklin India Banking and PSU Debt Fund - Direct - IDCW,Franklin Templeton Mutual Fund,INF090I01KT4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128627,HDFC Banking and PSU Debt Fund - IDCW Option,HDFC Mutual Fund,INF179KA1JE0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151109,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,HSBC Mutual Fund,INF917K01HK9,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
128626,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,INF179KA1JB6,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151106,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,HSBC Mutual Fund,INF917K01HI3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151108,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,HSBC Mutual Fund,INF917K01HL7,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151107,HSBC Banking and PSU Debt Fund - Direct Growth,HSBC Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151102,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,HSBC Mutual Fund,INF677K01AF4,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
112343,ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,ICICI Prudential Mutual Fund,INF109K01RV9,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151103,HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,HSBC Mutual Fund,INF917K01HM5,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151105,HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,HSBC Mutual Fund,INF677K01AJ6,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
151104,HSBC Banking and PSU Debt Fund - Regular Growth,HSBC Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,ICICI Prudential Mutual Fund,INF109K012A2,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,ICICI Prudential Mutual Fund,INF109K01Z97,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
130897,ICICI Prudential Banking and PSU Debt Fund - Bonus,ICICI Prudential Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
112344,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,ICICI Prudential Mutual Fund,INF109K01RU1,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
112342,ICICI Prudential Banking and PSU Debt Fund - Growth,ICICI Prudential Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
116174,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,ICICI Prudential Mutual Fund,INF109K01YD3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
130950,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,ICICI Prudential Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,ICICI Prudential Mutual Fund,INF109K014A8,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
131148,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,ICICI Prudential Mutual Fund,INF109KA1M88,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
113247,ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,ICICI Prudential Mutual Fund,INF109K01JM5,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
113242,ICICI Prudential Banking and PSU Debt Fund Retail Growth,ICICI Prudential Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
131147,ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,ICICI Prudential Mutual Fund,INF109KA1M62,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
113243,ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,ICICI Prudential Mutual Fund,INF109K01IJ3,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
118234,Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment),Invesco Mutual Fund,INF205K01JX8,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120443,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),Invesco Mutual Fund,INF205K01KS6,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
118232,Invesco India Banking and PSU Fund - Growth Option,Invesco Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
118233,Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01JY6,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,Invesco Mutual Fund,-,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
120445,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01KV0,Other,,0,0,,,,"{""1y"": 0, ""3y"": 0, ""5y"": 0, ""since_inception"": 0}",0,0
